event_id,timestamp,threat_type,region,device_type,failed_logins,network_packets,connections,port_scans,data_transfer
EVT000841,2026-08-16 09:45:01.735196,Brute Force,North America,Desktop,3,111,9,0,115
EVT000842,2026-08-16 09:53:01.735196,Unauthorized Access,Africa,Laptop,5,757,13,0,38
EVT000843,2026-08-16 10:01:01.735196,Ransomware,Oceania,Server,4,960,8,0,450
EVT000844,2026-08-16 10:09:01.735196,Phishing,South America,Router,5,201,49,0,451
EVT000845,2026-08-16 10:17:01.735196,DDoS,Oceania,Firewall,3,807,82,0,61
EVT000846,2026-08-16 10:25:01.735196,Malware,Asia,Desktop,3,656,13,0,298
EVT000847,2026-08-16 10:33:01.735196,Unauthorized Access,South America,Desktop,1,303,33,0,194
EVT000848,2026-08-16 10:41:01.735196,Phishing,South America,Server,1,485,66,0,77
EVT000849,2026-08-16 10:49:01.735196,Malware,North America,Desktop,137,10073,921,1,757
EVT000850,2026-08-16 10:57:01.735196,Malware,South America,Firewall,1,923,47,0,171
EVT000851,2026-08-16 11:05:01.735196,Brute Force,Africa,Router,1,553,59,0,12
EVT000852,2026-08-16 11:13:01.735196,DDoS,North America,Firewall,6,549,15,0,483
EVT000853,2026-08-16 11:21:01.735196,Phishing,Asia,Server,2,655,26,0,487
EVT000854,2026-08-16 11:29:01.735196,Unauthorized Access,Europe,Laptop,3,924,77,0,497
EVT000855,2026-08-16 11:37:01.735196,DDoS,Africa,Server,3,826,31,0,35
EVT000856,2026-08-16 11:45:01.735196,DDoS,Oceania,Laptop,2,512,43,0,298
EVT000857,2026-08-16 11:53:01.735196,Malware,South America,Server,4,623,76,0,229
EVT000858,2026-08-16 12:01:01.735196,Unauthorized Access,North America,Desktop,1,232,26,0,421
EVT000859,2026-08-16 12:09:01.735196,Brute Force,Oceania,Laptop,3,897,30,0,48
EVT000860,2026-08-16 12:17:01.735196,Brute Force,Europe,Server,2,997,10,0,175
EVT000861,2026-08-16 12:25:01.735196,Ransomware,Africa,Firewall,0,757,31,0,485
EVT000862,2026-08-16 12:33:01.735196,Brute Force,Asia,Laptop,2,169,82,0,271
EVT000863,2026-08-16 12:41:01.735196,Brute Force,Asia,Server,5,700,17,0,403
EVT000864,2026-08-16 12:49:01.735196,Malware,Asia,Router,2,997,29,0,60
EVT000865,2026-08-16 12:57:01.735196,Malware,Asia,Firewall,2,731,63,0,441
EVT000866,2026-08-16 13:05:01.735196,DDoS,South America,Firewall,6,551,73,1,101
EVT000867,2026-08-16 13:13:01.735196,DDoS,Africa,Laptop,2,229,41,0,441
EVT000868,2026-08-16 13:21:01.735196,Ransomware,North America,Firewall,6,450,46,0,217
EVT000869,2026-08-16 13:29:01.735196,Malware,Europe,Firewall,4,265,35,0,291
EVT000870,2026-08-16 13:37:01.735196,Malware,Europe,Server,38,12766,448,1,1460
EVT000871,2026-08-16 13:45:01.735196,DDoS,Europe,Laptop,2,655,32,0,136
EVT000872,2026-08-16 13:53:01.735196,Malware,Africa,Router,3,347,50,0,167
EVT000873,2026-08-16 14:01:01.735196,Phishing,South America,Desktop,2,446,70,0,170
EVT000874,2026-08-16 14:09:01.735196,Malware,Africa,Desktop,4,476,6,0,36
EVT000875,2026-08-16 14:17:01.735196,Brute Force,North America,Laptop,3,440,97,0,326
EVT000876,2026-08-16 14:25:01.735196,Unauthorized Access,North America,Router,1,485,36,0,178
EVT000877,2026-08-16 14:33:01.735196,DDoS,Asia,Desktop,2,112,23,0,418
EVT000878,2026-08-16 14:41:01.735196,Unauthorized Access,South America,Server,2,889,81,0,447
EVT000879,2026-08-16 14:49:01.735196,Ransomware,Africa,Desktop,5,311,20,0,341
EVT000880,2026-08-16 14:57:01.735196,Phishing,South America,Desktop,1,700,50,0,263
EVT000881,2026-08-16 15:05:01.735196,DDoS,Europe,Firewall,2,597,91,0,86
EVT000882,2026-08-16 15:13:01.735196,Phishing,Europe,Server,4,307,45,0,475
EVT000883,2026-08-16 15:21:01.735196,Malware,Europe,Firewall,3,627,94,0,160
EVT000884,2026-08-16 15:29:01.735196,Brute Force,North America,Desktop,2,888,21,0,474
EVT000885,2026-08-16 15:37:01.735196,Brute Force,South America,Desktop,132,10649,372,1,1628
EVT000886,2026-08-16 15:45:01.735196,Unauthorized Access,Europe,Router,9,499,94,0,231
EVT000887,2026-08-16 15:53:01.735196,Malware,Europe,Desktop,1,371,20,0,21
EVT000888,2026-08-16 16:01:01.735196,Phishing,Africa,Router,3,387,45,0,292
EVT000889,2026-08-16 16:09:01.735196,Ransomware,South America,Server,3,358,88,0,490
EVT000890,2026-08-16 16:17:01.735196,Unauthorized Access,Europe,Router,7,866,35,0,488
EVT000891,2026-08-16 16:25:01.735196,Unauthorized Access,North America,Router,2,519,62,0,118
EVT000892,2026-08-16 16:33:01.735196,Phishing,Europe,Desktop,3,977,22,0,146
EVT000893,2026-08-16 16:41:01.735196,Ransomware,South America,Desktop,4,152,96,0,456
EVT000894,2026-08-16 16:49:01.735196,Ransomware,Europe,Server,4,626,35,0,174
EVT000895,2026-08-16 16:57:01.735196,Phishing,Africa,Server,2,229,88,0,397
EVT000896,2026-08-16 17:05:01.735196,Phishing,South America,Router,3,603,70,0,422
EVT000897,2026-08-16 17:13:01.735196,Malware,Africa,Desktop,2,217,78,0,492
EVT000898,2026-08-16 17:21:01.735196,Phishing,South America,Desktop,2,177,60,0,304
EVT000899,2026-08-16 17:29:01.735196,Malware,North America,Laptop,4,471,54,0,78
EVT000900,2026-08-16 17:37:01.735196,Ransomware,Oceania,Firewall,4,757,76,0,346
EVT000901,2026-08-16 17:45:01.735196,Ransomware,Europe,Server,58,6872,779,1,1346
EVT000902,2026-08-16 17:53:01.735196,Ransomware,South America,Firewall,1,257,85,0,335
EVT000903,2026-08-16 18:01:01.735196,Ransomware,Asia,Laptop,131,6313,979,1,1770
EVT000904,2026-08-16 18:09:01.735196,DDoS,South America,Firewall,105,10432,662,1,1367
EVT000905,2026-08-16 18:17:01.735196,Phishing,North America,Router,1,773,15,0,172
EVT000906,2026-08-16 18:25:01.735196,Phishing,North America,Server,7,999,95,0,490
EVT000907,2026-08-16 18:33:01.735196,Phishing,Europe,Laptop,2,786,30,0,235
EVT000908,2026-08-16 18:41:01.735196,Ransomware,Oceania,Server,3,610,82,0,495
EVT000909,2026-08-16 18:49:01.735196,Ransomware,North America,Server,6,349,24,0,389
EVT000910,2026-08-16 18:57:01.735196,Phishing,Oceania,Router,4,973,23,0,313
EVT000911,2026-08-16 19:05:01.735196,Malware,Asia,Server,2,892,82,0,412
EVT000912,2026-08-16 19:13:01.735196,DDoS,North America,Laptop,140,10024,693,1,1038
EVT000913,2026-08-16 19:21:01.735196,DDoS,Oceania,Router,6,320,98,0,376
EVT000914,2026-08-16 19:29:01.735196,DDoS,Oceania,Router,1,837,59,0,255
EVT000915,2026-08-16 19:37:01.735196,Phishing,Europe,Desktop,3,579,31,0,298
EVT000916,2026-08-16 19:45:01.735196,Phishing,North America,Firewall,2,875,61,0,146
EVT000917,2026-08-16 19:53:01.735196,Phishing,Oceania,Desktop,3,695,29,0,199
EVT000918,2026-08-16 20:01:01.735196,Unauthorized Access,South America,Server,2,750,52,0,244
EVT000919,2026-08-16 20:09:01.735196,DDoS,Europe,Router,3,447,44,0,88
EVT000920,2026-08-16 20:17:01.735196,Unauthorized Access,Europe,Firewall,4,108,37,0,486
EVT000921,2026-08-16 20:25:01.735196,DDoS,Oceania,Desktop,2,873,17,0,322
EVT000922,2026-08-16 20:33:01.735196,DDoS,Asia,Firewall,3,111,14,0,186
EVT000923,2026-08-16 20:41:01.735196,DDoS,Asia,Laptop,3,817,60,0,65
EVT000924,2026-08-16 20:49:01.735196,Unauthorized Access,Europe,Server,97,8718,321,1,1542
EVT000925,2026-08-16 20:57:01.735196,Ransomware,North America,Router,3,106,59,0,71
EVT000926,2026-08-16 21:05:01.735196,Unauthorized Access,Europe,Laptop,5,763,48,0,150
EVT000927,2026-08-16 21:13:01.735196,Brute Force,Europe,Desktop,4,644,24,0,366
EVT000928,2026-08-16 21:21:01.735196,Brute Force,North America,Laptop,4,184,35,0,387
EVT000929,2026-08-16 21:29:01.735196,DDoS,Asia,Laptop,3,198,51,0,431
EVT000930,2026-08-16 21:37:01.735196,Unauthorized Access,Asia,Desktop,4,491,85,0,298
EVT000931,2026-08-16 21:45:01.735196,Malware,Oceania,Desktop,4,506,68,0,486
EVT000932,2026-08-16 21:53:01.735196,Unauthorized Access,Europe,Firewall,4,649,57,0,109
EVT000933,2026-08-16 22:01:01.735196,DDoS,Africa,Desktop,0,911,64,0,410
EVT000934,2026-08-16 22:09:01.735196,Malware,North America,Server,1,787,16,0,112
EVT000935,2026-08-16 22:17:01.735196,Phishing,North America,Firewall,4,329,58,0,462
EVT000936,2026-08-16 22:25:01.735196,Ransomware,Africa,Laptop,7,703,74,0,142
EVT000937,2026-08-16 22:33:01.735196,Ransomware,Oceania,Laptop,5,887,55,0,302
EVT000938,2026-08-16 22:41:01.735196,Ransomware,North America,Server,3,153,48,0,464
EVT000939,2026-08-16 22:49:01.735196,Brute Force,Europe,Server,1,122,50,0,127
EVT000940,2026-08-16 22:57:01.735196,Ransomware,North America,Desktop,2,517,48,0,167
EVT000941,2026-08-16 23:05:01.735196,Brute Force,South America,Firewall,3,207,95,0,324
EVT000942,2026-08-16 23:13:01.735196,Ransomware,Asia,Laptop,5,786,38,0,154
EVT000943,2026-08-16 23:21:01.735196,Brute Force,South America,Router,2,886,71,0,329
EVT000944,2026-08-16 23:29:01.735196,Phishing,Oceania,Firewall,0,361,20,0,411
EVT000945,2026-08-16 23:37:01.735196,Unauthorized Access,Asia,Laptop,3,848,14,0,320
EVT000946,2026-08-16 23:45:01.735196,Phishing,South America,Desktop,2,635,59,0,136
EVT000947,2026-08-16 23:53:01.735196,Ransomware,Europe,Laptop,5,134,67,0,229
EVT000948,2026-08-17 00:01:01.735196,Brute Force,Africa,Router,3,179,16,0,340
EVT000949,2026-08-17 00:09:01.735196,Unauthorized Access,North America,Laptop,5,970,72,0,203
EVT000950,2026-08-17 00:17:01.735196,Unauthorized Access,Europe,Firewall,5,176,70,0,212
EVT000951,2026-08-17 00:25:01.735196,DDoS,Europe,Desktop,1,682,87,0,166
EVT000952,2026-08-17 00:33:01.735196,Phishing,Asia,Desktop,1,423,62,1,322
EVT000953,2026-08-17 00:41:01.735196,Malware,Oceania,Desktop,3,226,69,0,27
EVT000954,2026-08-17 00:49:01.735196,Ransomware,Europe,Laptop,4,806,86,0,296
EVT000955,2026-08-17 00:57:01.735196,Ransomware,Asia,Server,1,704,40,1,318
EVT000956,2026-08-17 01:05:01.735196,Malware,South America,Router,4,105,25,0,494
EVT000957,2026-08-17 01:13:01.735196,Phishing,South America,Router,4,948,25,1,247
EVT000958,2026-08-17 01:21:01.735196,Ransomware,Africa,Router,4,452,70,0,133
EVT000959,2026-08-17 01:29:01.735196,DDoS,Africa,Laptop,4,688,31,0,343
EVT000960,2026-08-17 01:37:01.735196,Malware,North America,Desktop,4,561,16,0,486
EVT000961,2026-08-17 01:45:01.735196,Ransomware,North America,Server,99,9311,854,1,1586
EVT000962,2026-08-17 01:53:01.735196,DDoS,Europe,Server,3,489,54,0,97
EVT000963,2026-08-17 02:01:01.735196,Malware,Asia,Firewall,3,969,74,0,115
EVT000964,2026-08-17 02:09:01.735196,DDoS,Oceania,Server,3,367,46,0,464
EVT000965,2026-08-17 02:17:01.735196,Brute Force,Europe,Firewall,2,245,45,0,161
EVT000966,2026-08-17 02:25:01.735196,Phishing,North America,Server,3,485,19,0,424
EVT000967,2026-08-17 02:33:01.735196,Phishing,South America,Firewall,2,720,96,0,312
EVT000968,2026-08-17 02:41:01.735196,Brute Force,Africa,Desktop,3,716,92,0,93
EVT000969,2026-08-17 02:49:01.735196,Ransomware,Europe,Server,2,909,9,0,299
EVT000970,2026-08-17 02:57:01.735196,Unauthorized Access,Africa,Router,30,6309,681,1,1564
EVT000971,2026-08-17 03:05:01.735196,Ransomware,North America,Router,2,962,59,0,289
EVT000972,2026-08-17 03:13:01.735196,Brute Force,Oceania,Firewall,2,521,69,0,444
EVT000973,2026-08-17 03:21:01.735196,Malware,North America,Laptop,0,640,41,0,63
EVT000974,2026-08-17 03:29:01.735196,Ransomware,North America,Router,3,286,18,0,51
EVT000975,2026-08-17 03:37:01.735196,Ransomware,South America,Router,6,769,75,0,402
EVT000976,2026-08-17 03:45:01.735196,Brute Force,Asia,Server,4,991,44,0,402
EVT000977,2026-08-17 03:53:01.735196,DDoS,Europe,Desktop,4,822,52,0,16
EVT000978,2026-08-17 04:01:01.735196,Ransomware,Europe,Router,5,291,94,0,337
EVT000979,2026-08-17 04:09:01.735196,DDoS,South America,Desktop,66,7691,888,1,1464
EVT000980,2026-08-17 04:17:01.735196,Ransomware,Africa,Server,2,566,77,0,496
EVT000981,2026-08-17 04:25:01.735196,Brute Force,Oceania,Server,3,882,61,0,415
EVT000982,2026-08-17 04:33:01.735196,Ransomware,Africa,Router,4,986,38,1,69
EVT000983,2026-08-17 04:41:01.735196,Unauthorized Access,Europe,Firewall,1,799,74,0,491
EVT000984,2026-08-17 04:49:01.735196,DDoS,Africa,Router,5,659,89,0,455
EVT000985,2026-08-17 04:57:01.735196,Brute Force,South America,Firewall,1,918,46,0,136
EVT000986,2026-08-17 05:05:01.735196,DDoS,Asia,Server,2,906,25,0,397
EVT000987,2026-08-17 05:13:01.735196,Brute Force,North America,Firewall,5,842,65,0,349
EVT000988,2026-08-17 05:21:01.735196,Unauthorized Access,Africa,Firewall,3,834,27,0,116
EVT000989,2026-08-17 05:29:01.735196,DDoS,Europe,Laptop,1,750,32,0,108
EVT000990,2026-08-17 05:37:01.735196,Phishing,Europe,Server,6,809,34,0,468
EVT000991,2026-08-17 05:45:01.735196,Brute Force,South America,Laptop,2,231,58,0,396
EVT000992,2026-08-17 05:53:01.735196,Brute Force,Europe,Firewall,5,229,98,0,115
EVT000993,2026-08-17 06:01:01.735196,Brute Force,North America,Server,2,405,17,0,437
EVT000994,2026-08-17 06:09:01.735196,DDoS,Africa,Desktop,3,478,15,0,285
EVT000995,2026-08-17 06:17:01.735196,Unauthorized Access,South America,Server,5,770,46,0,454
EVT000996,2026-08-17 06:25:01.735196,Unauthorized Access,Africa,Firewall,1,701,21,0,188
EVT000997,2026-08-17 06:33:01.735196,Malware,South America,Laptop,0,930,97,0,423
EVT000998,2026-08-17 06:41:01.735196,Unauthorized Access,Africa,Server,4,258,30,0,493
EVT000999,2026-08-17 06:49:01.735196,Unauthorized Access,North America,Desktop,2,243,77,1,428
EVT001000,2026-08-17 06:57:01.735196,Ransomware,South America,Desktop,3,926,45,0,239
EVT001001,2026-08-17 07:05:01.735196,DDoS,Africa,Firewall,2,204,69,0,448
EVT001002,2026-08-17 07:13:01.735196,Phishing,Asia,Router,2,369,42,0,410
EVT001003,2026-08-17 07:21:01.735196,Unauthorized Access,Oceania,Router,2,384,22,0,279
EVT001004,2026-08-17 07:29:01.735196,Ransomware,Oceania,Laptop,48,7759,435,1,922
EVT001005,2026-08-17 07:37:01.735196,DDoS,Asia,Desktop,66,11111,438,1,1999
EVT001006,2026-08-17 07:45:01.735196,Ransomware,Asia,Desktop,131,10166,393,1,1639
EVT001007,2026-08-17 07:53:01.735196,Brute Force,Oceania,Server,5,615,80,0,313
EVT001008,2026-08-17 08:01:01.735196,Phishing,Europe,Desktop,2,575,62,0,220
EVT001009,2026-08-17 08:09:01.735196,DDoS,Asia,Desktop,1,639,70,0,479
EVT001010,2026-08-17 08:17:01.735196,Unauthorized Access,Oceania,Server,3,242,37,0,167
EVT001011,2026-08-17 08:25:01.735196,Phishing,South America,Router,4,142,12,0,134
EVT001012,2026-08-17 08:33:01.735196,Ransomware,North America,Firewall,6,388,34,1,24
EVT001013,2026-08-17 08:41:01.735196,Malware,Asia,Firewall,6,845,50,0,439
EVT001014,2026-08-17 08:49:01.735196,Unauthorized Access,Africa,Server,5,412,87,0,29
EVT001015,2026-08-17 08:57:01.735196,Phishing,North America,Laptop,3,232,59,0,17
EVT001016,2026-08-17 09:05:01.735196,Malware,Asia,Laptop,32,10221,609,1,1194
EVT001017,2026-08-17 09:13:01.735196,DDoS,Africa,Router,4,894,79,0,80
EVT001018,2026-08-17 09:21:01.735196,Malware,Oceania,Server,4,257,24,0,338
EVT001019,2026-08-17 09:29:01.735196,DDoS,Africa,Router,2,378,89,0,22
EVT001020,2026-08-17 09:37:01.735196,DDoS,Africa,Firewall,1,151,85,0,202
EVT001021,2026-08-17 09:45:01.735196,Phishing,Asia,Server,4,399,72,0,429
EVT001022,2026-08-17 09:53:01.735196,DDoS,North America,Laptop,0,716,14,0,498
EVT001023,2026-08-17 10:01:01.735196,Phishing,Europe,Laptop,5,636,16,0,20
EVT001024,2026-08-17 10:09:01.735196,Ransomware,Oceania,Router,3,727,53,0,218
EVT001025,2026-08-17 10:17:01.735196,Brute Force,North America,Router,5,533,20,0,23
EVT001026,2026-08-17 10:25:01.735196,Brute Force,Europe,Firewall,3,271,84,0,161
EVT001027,2026-08-17 10:33:01.735196,Phishing,Asia,Firewall,3,173,91,0,485
EVT001028,2026-08-17 10:41:01.735196,Ransomware,Oceania,Desktop,0,546,97,0,393
EVT001029,2026-08-17 10:49:01.735196,DDoS,Asia,Router,3,291,36,0,278
EVT001030,2026-08-17 10:57:01.735196,DDoS,Asia,Firewall,2,699,15,0,24
EVT001031,2026-08-17 11:05:01.735196,DDoS,Africa,Server,0,510,64,0,137
EVT001032,2026-08-17 11:13:01.735196,Brute Force,Asia,Firewall,132,10872,881,1,1827
EVT001033,2026-08-17 11:21:01.735196,Unauthorized Access,Asia,Desktop,4,234,62,0,19
EVT001034,2026-08-17 11:29:01.735196,DDoS,North America,Desktop,5,919,60,0,248
EVT001035,2026-08-17 11:37:01.735196,Brute Force,Asia,Desktop,1,191,27,0,326
EVT001036,2026-08-17 11:45:01.735196,Brute Force,Oceania,Desktop,3,772,20,0,66
EVT001037,2026-08-17 11:53:01.735196,Unauthorized Access,Europe,Server,3,937,34,0,297
EVT001038,2026-08-17 12:01:01.735196,Unauthorized Access,South America,Desktop,0,846,61,0,296
EVT001039,2026-08-17 12:09:01.735196,Brute Force,North America,Router,3,931,99,0,489
EVT001040,2026-08-17 12:17:01.735196,Ransomware,South America,Router,4,899,56,0,421
EVT001041,2026-08-17 12:25:01.735196,Malware,Africa,Firewall,5,343,77,0,363
EVT001042,2026-08-17 12:33:01.735196,Ransomware,Oceania,Laptop,2,172,57,0,207
EVT001043,2026-08-17 12:41:01.735196,Brute Force,South America,Desktop,5,221,87,0,182
EVT001044,2026-08-17 12:49:01.735196,Phishing,Oceania,Firewall,4,143,65,0,205
EVT001045,2026-08-17 12:57:01.735196,Malware,South America,Laptop,3,532,74,0,108
EVT001046,2026-08-17 13:05:01.735196,Brute Force,Africa,Laptop,4,807,45,0,280
EVT001047,2026-08-17 13:13:01.735196,Ransomware,Oceania,Server,3,749,82,0,348
EVT001048,2026-08-17 13:21:01.735196,Phishing,Oceania,Desktop,1,298,87,0,259
EVT001049,2026-08-17 13:29:01.735196,Ransomware,Asia,Desktop,4,780,31,0,322
EVT001050,2026-08-17 13:37:01.735196,DDoS,North America,Router,1,146,83,0,404
EVT001051,2026-08-17 13:45:01.735196,Brute Force,Africa,Firewall,5,603,22,0,426
EVT001052,2026-08-17 13:53:01.735196,Malware,South America,Laptop,1,428,63,0,69
EVT001053,2026-08-17 14:01:01.735196,Brute Force,South America,Firewall,2,316,19,1,215
EVT001054,2026-08-17 14:09:01.735196,Malware,Europe,Laptop,3,833,95,0,216
EVT001055,2026-08-17 14:17:01.735196,Ransomware,South America,Firewall,4,494,78,0,346
EVT001056,2026-08-17 14:25:01.735196,DDoS,Europe,Desktop,1,339,25,0,148
EVT001057,2026-08-17 14:33:01.735196,Phishing,North America,Router,3,898,90,0,356
EVT001058,2026-08-17 14:41:01.735196,Phishing,Asia,Server,3,903,36,0,464
EVT001059,2026-08-17 14:49:01.735196,Ransomware,Europe,Laptop,42,5256,876,1,938
EVT001060,2026-08-17 14:57:01.735196,Phishing,South America,Server,1,560,63,0,366
EVT001061,2026-08-17 15:05:01.735196,DDoS,Oceania,Router,3,530,60,0,78
EVT001062,2026-08-17 15:13:01.735196,DDoS,South America,Server,2,356,36,0,140
EVT001063,2026-08-17 15:21:01.735196,Phishing,Oceania,Desktop,139,9515,872,1,1543
EVT001064,2026-08-17 15:29:01.735196,Ransomware,Africa,Laptop,1,654,61,0,474
EVT001065,2026-08-17 15:37:01.735196,Malware,Oceania,Laptop,40,5246,447,1,929
EVT001066,2026-08-17 15:45:01.735196,Ransomware,Asia,Laptop,3,187,92,0,213
EVT001067,2026-08-17 15:53:01.735196,Unauthorized Access,Africa,Desktop,3,638,90,0,195
EVT001068,2026-08-17 16:01:01.735196,Malware,Asia,Desktop,1,514,36,0,246
EVT001069,2026-08-17 16:09:01.735196,Unauthorized Access,Africa,Firewall,1,440,78,0,269
EVT001070,2026-08-17 16:17:01.735196,Brute Force,Europe,Desktop,4,921,21,0,423
EVT001071,2026-08-17 16:25:01.735196,DDoS,Asia,Laptop,3,894,41,0,44
EVT001072,2026-08-17 16:33:01.735196,DDoS,North America,Laptop,2,839,23,1,182
EVT001073,2026-08-17 16:41:01.735196,Phishing,Europe,Server,3,527,47,0,410
EVT001074,2026-08-17 16:49:01.735196,Phishing,North America,Desktop,3,563,20,0,115
EVT001075,2026-08-17 16:57:01.735196,Malware,South America,Desktop,2,924,85,0,204
EVT001076,2026-08-17 17:05:01.735196,Unauthorized Access,North America,Firewall,3,665,90,1,96
EVT001077,2026-08-17 17:13:01.735196,Brute Force,North America,Server,4,865,11,0,185
EVT001078,2026-08-17 17:21:01.735196,Malware,South America,Router,136,8888,861,1,1548
EVT001079,2026-08-17 17:29:01.735196,Unauthorized Access,Asia,Router,4,263,7,1,192
EVT001080,2026-08-17 17:37:01.735196,Phishing,Oceania,Server,1,410,49,0,30
EVT001081,2026-08-17 17:45:01.735196,Brute Force,North America,Firewall,4,771,14,0,472
EVT001082,2026-08-17 17:53:01.735196,Unauthorized Access,Oceania,Laptop,4,884,71,0,499
EVT001083,2026-08-17 18:01:01.735196,Malware,Africa,Firewall,3,578,63,0,140
EVT001084,2026-08-17 18:09:01.735196,Malware,North America,Router,2,199,65,0,355
EVT001085,2026-08-17 18:17:01.735196,Phishing,Asia,Firewall,1,830,37,0,396
EVT001086,2026-08-17 18:25:01.735196,Ransomware,Oceania,Router,4,381,45,0,303
EVT001087,2026-08-17 18:33:01.735196,Malware,Africa,Router,5,246,50,0,343
EVT001088,2026-08-17 18:41:01.735196,Brute Force,South America,Desktop,1,143,20,0,495
EVT001089,2026-08-17 18:49:01.735196,Malware,Oceania,Server,5,179,35,0,55
EVT001090,2026-08-17 18:57:01.735196,Unauthorized Access,Oceania,Router,3,688,7,0,61
EVT001091,2026-08-17 19:05:01.735196,Malware,Africa,Server,2,836,73,1,70
EVT001092,2026-08-17 19:13:01.735196,Malware,Asia,Laptop,2,800,27,0,411
EVT001093,2026-08-17 19:21:01.735196,Ransomware,Asia,Router,5,231,38,1,130
EVT001094,2026-08-17 19:29:01.735196,Phishing,North America,Desktop,3,665,94,0,209
EVT001095,2026-08-17 19:37:01.735196,Brute Force,Asia,Router,2,482,94,0,71
EVT001096,2026-08-17 19:45:01.735196,Malware,North America,Server,4,317,13,0,25
EVT001097,2026-08-17 19:53:01.735196,Brute Force,Oceania,Laptop,5,810,25,0,312
EVT001098,2026-08-17 20:01:01.735196,DDoS,Africa,Desktop,2,184,43,0,81
EVT001099,2026-08-17 20:09:01.735196,Malware,Asia,Desktop,2,357,23,0,499
EVT001100,2026-08-17 20:17:01.735196,DDoS,South America,Router,5,186,55,0,449
EVT001101,2026-08-17 20:25:01.735196,DDoS,Oceania,Router,4,272,8,0,483
EVT001102,2026-08-17 20:33:01.735196,Brute Force,Europe,Server,1,136,75,0,448
EVT001103,2026-08-17 20:41:01.735196,Brute Force,North America,Laptop,3,799,90,0,125
EVT001104,2026-08-17 20:49:01.735196,Unauthorized Access,South America,Firewall,3,801,72,0,134
EVT001105,2026-08-17 20:57:01.735196,Phishing,Africa,Router,5,894,21,0,310
EVT001106,2026-08-17 21:05:01.735196,Unauthorized Access,North America,Laptop,3,617,45,0,452
EVT001107,2026-08-17 21:13:01.735196,DDoS,North America,Router,6,794,44,0,187
EVT001108,2026-08-17 21:21:01.735196,Malware,Asia,Desktop,4,947,42,0,343
EVT001109,2026-08-17 21:29:01.735196,Brute Force,Africa,Firewall,130,12743,644,1,1992
EVT001110,2026-08-17 21:37:01.735196,Phishing,Oceania,Desktop,4,661,60,0,498
EVT001111,2026-08-17 21:45:01.735196,Brute Force,Oceania,Firewall,1,958,49,0,235
EVT001112,2026-08-17 21:53:01.735196,Brute Force,Oceania,Laptop,5,665,14,0,281
EVT001113,2026-08-17 22:01:01.735196,Brute Force,Oceania,Router,0,794,65,0,218
EVT001114,2026-08-17 22:09:01.735196,Unauthorized Access,Africa,Server,2,357,54,0,351
EVT001115,2026-08-17 22:17:01.735196,Phishing,Africa,Router,116,7775,810,1,768
EVT001116,2026-08-17 22:25:01.735196,Phishing,North America,Router,2,307,89,0,409
EVT001117,2026-08-17 22:33:01.735196,Ransomware,Asia,Server,3,299,47,1,429
EVT001118,2026-08-17 22:41:01.735196,Unauthorized Access,Oceania,Router,3,587,7,0,237
EVT001119,2026-08-17 22:49:01.735196,Phishing,North America,Router,2,458,86,0,325
EVT001120,2026-08-17 22:57:01.735196,Unauthorized Access,South America,Server,2,988,99,0,301
EVT001121,2026-08-17 23:05:01.735196,DDoS,Asia,Server,2,464,94,0,490
EVT001122,2026-08-17 23:13:01.735196,Brute Force,Oceania,Server,4,551,87,0,397
EVT001123,2026-08-17 23:21:01.735196,DDoS,North America,Firewall,1,108,57,0,325
EVT001124,2026-08-17 23:29:01.735196,Malware,Africa,Firewall,2,378,31,0,459
EVT001125,2026-08-17 23:37:01.735196,Unauthorized Access,Africa,Laptop,4,121,97,0,47
EVT001126,2026-08-17 23:45:01.735196,DDoS,Asia,Desktop,1,282,55,0,273
EVT001127,2026-08-17 23:53:01.735196,Phishing,South America,Desktop,3,706,74,0,99
EVT001128,2026-08-18 00:01:01.735196,Unauthorized Access,Africa,Router,2,723,48,0,483
EVT001129,2026-08-18 00:09:01.735196,Ransomware,Oceania,Router,4,288,70,0,429
EVT001130,2026-08-18 00:17:01.735196,Brute Force,Europe,Server,2,575,42,0,326
EVT001131,2026-08-18 00:25:01.735196,Brute Force,Asia,Firewall,4,787,76,0,308
EVT001132,2026-08-18 00:33:01.735196,Brute Force,North America,Server,4,540,17,0,327
EVT001133,2026-08-18 00:41:01.735196,DDoS,Europe,Router,4,813,87,0,439
EVT001134,2026-08-18 00:49:01.735196,Unauthorized Access,Europe,Laptop,3,380,48,0,49
EVT001135,2026-08-18 00:57:01.735196,DDoS,Europe,Router,4,990,23,0,42
EVT001136,2026-08-18 01:05:01.735196,Phishing,Oceania,Desktop,3,169,74,0,373
EVT001137,2026-08-18 01:13:01.735196,DDoS,North America,Firewall,2,524,81,0,334
EVT001138,2026-08-18 01:21:01.735196,DDoS,South America,Firewall,3,966,30,0,380
EVT001139,2026-08-18 01:29:01.735196,Phishing,South America,Server,1,667,35,0,389
EVT001140,2026-08-18 01:37:01.735196,Malware,Africa,Router,2,290,22,0,176
EVT001141,2026-08-18 01:45:01.735196,DDoS,Africa,Laptop,5,935,29,0,93
EVT001142,2026-08-18 01:53:01.735196,Phishing,Oceania,Laptop,3,100,7,0,71
EVT001143,2026-08-18 02:01:01.735196,Brute Force,Africa,Firewall,3,624,39,0,449
EVT001144,2026-08-18 02:09:01.735196,Unauthorized Access,South America,Router,4,775,45,0,242
