event_id,timestamp,threat_type,region,device_type,failed_logins,network_packets,connections,port_scans,data_transfer,prediction,anomaly_score,risk_score,severity,threat_detected
EVT001135,2026-08-18 00:57:01.735196,DDoS,Europe,Router,4,990,23,0,42,1,-0.13573020582978296,22.481001018298517,Low,Normal
EVT001136,2026-08-18 01:05:01.735196,Phishing,Oceania,Desktop,3,169,74,0,373,1,-0.18230603413773233,10.086845206879227,Low,Normal
EVT001137,2026-08-18 01:13:01.735196,DDoS,North America,Firewall,2,524,81,0,334,1,-0.1972618835583791,6.106988385310183,Low,Normal
EVT001138,2026-08-18 01:21:01.735196,DDoS,South America,Firewall,3,966,30,0,380,1,-0.16992101933453574,13.382584837801776,Low,Normal
EVT001139,2026-08-18 01:29:01.735196,Phishing,South America,Server,1,667,35,0,389,1,-0.1782410183201255,11.168574534078415,Low,Normal
EVT001140,2026-08-18 01:37:01.735196,Malware,Africa,Router,2,290,22,0,176,1,-0.19206935928737295,7.488755649735672,Low,Normal
EVT001141,2026-08-18 01:45:01.735196,DDoS,Africa,Laptop,5,935,29,0,93,1,-0.1539984444364299,17.619694114770553,Low,Normal
EVT001142,2026-08-18 01:53:01.735196,Phishing,Oceania,Laptop,3,100,7,0,71,1,-0.11291692468802111,28.551775737992575,Low,Normal
EVT001143,2026-08-18 02:01:01.735196,Brute Force,Africa,Firewall,3,624,39,0,449,1,-0.19035522507940744,7.944898830158344,Low,Normal
EVT001144,2026-08-18 02:09:01.735196,Unauthorized Access,South America,Router,4,775,45,0,242,1,-0.20075774139775976,5.17671600304832,Low,Normal
EVT001145,2026-08-18 02:17:01.735196,Brute Force,Europe,Desktop,3,333,59,0,370,1,-0.2023745519825308,4.746471323926125,Low,Normal
EVT001146,2026-08-18 02:25:01.735196,Ransomware,Asia,Router,3,795,48,0,229,1,-0.20836944371353344,3.15118842964522,Low,Normal
EVT001147,2026-08-18 02:33:01.735196,Phishing,South America,Firewall,3,234,12,0,144,1,-0.17702104878205271,11.493217016871979,Low,Normal
EVT001148,2026-08-18 02:41:01.735196,Brute Force,Africa,Desktop,6,343,10,0,404,1,-0.12410413674097254,25.574779851566166,Low,Normal
EVT001149,2026-08-18 02:49:01.735196,Unauthorized Access,Asia,Firewall,1,582,35,0,428,1,-0.17412562406583937,12.2637099179474,Low,Normal
EVT001150,2026-08-18 02:57:01.735196,Phishing,Europe,Firewall,2,979,66,0,498,1,-0.12166836632928951,26.222955506191976,Low,Normal
EVT001151,2026-08-18 03:05:01.735196,Brute Force,Asia,Laptop,1,272,39,0,390,1,-0.17411224137745712,12.267271145541434,Low,Normal
EVT001152,2026-08-18 03:13:01.735196,Brute Force,Europe,Firewall,4,438,59,0,136,1,-0.20556344782866737,3.897883689110863,Low,Normal
EVT001153,2026-08-18 03:21:01.735196,Brute Force,Asia,Server,0,342,97,0,418,1,-0.09668048933270779,32.87240549223452,Low,Normal
EVT001154,2026-08-18 03:29:01.735196,Unauthorized Access,South America,Firewall,3,238,71,0,144,1,-0.1921266911207315,7.473499245256895,Low,Normal
EVT001155,2026-08-18 03:37:01.735196,Brute Force,Oceania,Router,0,195,77,0,352,1,-0.12648865538383935,24.940242653440134,Low,Normal
EVT001156,2026-08-18 03:45:01.735196,Unauthorized Access,Asia,Router,2,938,16,1,383,1,-0.04041252275917162,47.84570752978758,Medium,Normal
EVT001157,2026-08-18 03:53:01.735196,Unauthorized Access,North America,Server,2,740,31,0,177,1,-0.20193477971866475,4.863497819383341,Low,Normal
EVT001158,2026-08-18 04:01:01.735196,Malware,Oceania,Server,4,772,59,0,214,1,-0.20219947724972048,4.79305994287127,Low,Normal
EVT001159,2026-08-18 04:09:01.735196,Phishing,Asia,Desktop,3,365,58,0,442,1,-0.1904223716588459,7.92703065265087,Low,Normal
EVT001160,2026-08-18 04:17:01.735196,Malware,Oceania,Desktop,6,758,11,0,376,1,-0.13143433456717457,23.62416260465896,Low,Normal
EVT001161,2026-08-18 04:25:01.735196,Unauthorized Access,North America,Desktop,2,549,99,0,487,1,-0.13785455880065822,21.915695737082817,Low,Normal
EVT001162,2026-08-18 04:33:01.735196,Malware,Africa,Firewall,3,522,72,0,309,1,-0.20875080466410395,3.0497055958776644,Low,Normal
EVT001163,2026-08-18 04:41:01.735196,Brute Force,Oceania,Firewall,0,609,34,0,220,1,-0.15318175328032768,17.83702138100001,Low,Normal
EVT001164,2026-08-18 04:49:01.735196,Unauthorized Access,Oceania,Desktop,5,480,53,0,306,1,-0.2008914521901441,5.141134619856968,Low,Normal
EVT001165,2026-08-18 04:57:01.735196,Malware,South America,Router,3,190,31,0,477,1,-0.1670289123012399,14.152194880096017,Low,Normal
EVT001166,2026-08-18 05:05:01.735196,Brute Force,Asia,Firewall,3,363,33,0,423,1,-0.1863334415748199,9.015123734503122,Low,Normal
EVT001167,2026-08-18 05:13:01.735196,Brute Force,Asia,Laptop,2,293,7,0,205,1,-0.16074591524586385,15.824144629484122,Low,Normal
EVT001168,2026-08-18 05:21:01.735196,DDoS,Europe,Desktop,3,750,97,1,258,1,-0.0362859166588676,48.943826464814485,Medium,Normal
EVT001169,2026-08-18 05:29:01.735196,Unauthorized Access,Oceania,Firewall,1,375,6,0,420,1,-0.13601779756667243,22.404470832436502,Low,Normal
EVT001170,2026-08-18 05:37:01.735196,Brute Force,Europe,Desktop,1,340,17,0,245,1,-0.16686152199314896,14.196738619524188,Low,Normal
EVT001171,2026-08-18 05:45:01.735196,Brute Force,North America,Laptop,6,742,36,0,38,1,-0.13458215261142736,22.786506062116967,Low,Normal
EVT001172,2026-08-18 05:53:01.735196,Brute Force,Africa,Server,3,224,76,0,404,1,-0.18204787292782781,10.15554372231658,Low,Normal
EVT001173,2026-08-18 06:01:01.735196,DDoS,Asia,Firewall,3,632,7,0,376,1,-0.1742410802829708,12.232986205744952,Low,Normal
EVT001174,2026-08-18 06:09:01.735196,Phishing,Africa,Desktop,2,548,68,0,35,1,-0.17812314147751873,11.199942391761306,Low,Normal
EVT001175,2026-08-18 06:17:01.735196,DDoS,Oceania,Laptop,105,6525,894,1,1748,-1,0.10307555738801277,86.0288958279566,High,Suspicious
EVT001176,2026-08-18 06:25:01.735196,Ransomware,Africa,Server,52,8395,479,1,1215,-1,0.08483182384780497,81.17410989512632,High,Suspicious
EVT001177,2026-08-18 06:33:01.735196,Brute Force,Africa,Desktop,3,542,11,0,154,1,-0.19232132216016157,7.4217065554418,Low,Normal
EVT001178,2026-08-18 06:41:01.735196,Unauthorized Access,Africa,Desktop,2,893,70,0,96,1,-0.17779027164014766,11.288521398924015,Low,Normal
EVT001179,2026-08-18 06:49:01.735196,Brute Force,Asia,Firewall,6,364,40,0,301,1,-0.16900587042725684,13.626112404772147,Low,Normal
EVT001180,2026-08-18 06:57:01.735196,Phishing,Africa,Server,3,167,26,0,381,1,-0.1774133387481584,11.388825895129106,Low,Normal
EVT001181,2026-08-18 07:05:01.735196,Phishing,South America,Firewall,4,736,64,0,330,1,-0.20000743478697192,5.3763778744155175,Low,Normal
EVT001182,2026-08-18 07:13:01.735196,Malware,Asia,Laptop,6,412,70,0,315,1,-0.16608757930182183,14.402690218323356,Low,Normal
EVT001183,2026-08-18 07:21:01.735196,Brute Force,Asia,Desktop,4,118,70,0,412,1,-0.1604313623306175,15.907849374716404,Low,Normal
EVT001184,2026-08-18 07:29:01.735196,Phishing,Africa,Firewall,2,472,89,0,114,1,-0.18114065761566567,10.39696010377305,Low,Normal
EVT001185,2026-08-18 07:37:01.735196,Unauthorized Access,Oceania,Server,0,513,49,0,386,1,-0.14906311639431313,18.93301965200039,Low,Normal
EVT001186,2026-08-18 07:45:01.735196,Ransomware,South America,Laptop,5,441,9,0,262,1,-0.16238478989312038,15.38802854800124,Low,Normal
EVT001187,2026-08-18 07:53:01.735196,Unauthorized Access,Africa,Laptop,3,845,65,0,143,1,-0.19515995953755644,6.666325165014743,Low,Normal
EVT001188,2026-08-18 08:01:01.735196,Brute Force,Asia,Router,2,990,60,0,376,1,-0.1601981080504985,15.969919980790454,Low,Normal
EVT001189,2026-08-18 08:09:01.735196,Malware,South America,Desktop,3,659,36,0,189,1,-0.2155922617897702,1.2291456901683766,Low,Normal
EVT001190,2026-08-18 08:17:01.735196,Ransomware,North America,Firewall,3,158,57,0,482,1,-0.15865604419815593,16.380274028188666,Low,Normal
EVT001191,2026-08-18 08:25:01.735196,Ransomware,Africa,Firewall,3,794,99,0,364,1,-0.164806817930646,14.743509835886462,Low,Normal
EVT001192,2026-08-18 08:33:01.735196,Malware,Asia,Laptop,4,730,61,0,17,1,-0.15918939459743126,16.238345732099237,Low,Normal
EVT001193,2026-08-18 08:41:01.735196,Malware,North America,Laptop,1,571,29,0,201,1,-0.1864413725802751,8.986402534105993,Low,Normal
EVT001194,2026-08-18 08:49:01.735196,Unauthorized Access,Africa,Server,1,984,14,0,426,1,-0.12104312430461583,26.389336810726505,Low,Normal
EVT001195,2026-08-18 08:57:01.735196,Phishing,Oceania,Laptop,2,991,14,0,335,1,-0.15098185048801716,18.422431001578232,Low,Normal
EVT001196,2026-08-18 09:05:01.735196,DDoS,North America,Laptop,2,852,84,0,214,1,-0.18011091315712957,10.67098235369756,Low,Normal
EVT001197,2026-08-18 09:13:01.735196,Brute Force,Oceania,Router,2,990,39,0,174,1,-0.16911937216438466,13.595908793458406,Low,Normal
EVT001198,2026-08-18 09:21:01.735196,Malware,Oceania,Laptop,3,418,93,0,275,1,-0.18099547419346307,10.43559443452755,Low,Normal
EVT001199,2026-08-18 09:29:01.735196,Brute Force,Asia,Server,87,6973,845,1,1474,-1,0.07452872597177729,78.43238301543505,High,Suspicious
EVT001200,2026-08-18 09:37:01.735196,Malware,Europe,Desktop,2,636,63,0,95,1,-0.20506343366692775,4.030940977701461,Low,Normal
EVT001201,2026-08-18 09:45:01.735196,Unauthorized Access,Europe,Desktop,1,955,25,0,262,1,-0.15600599277081562,17.085471369641507,Low,Normal
EVT001202,2026-08-18 09:53:01.735196,DDoS,Oceania,Router,2,158,73,0,95,1,-0.17356175851724132,12.413758510101431,Low,Normal
EVT001203,2026-08-18 10:01:01.735196,Malware,South America,Server,3,417,58,0,396,1,-0.19989187406712383,5.407129395526575,Low,Normal
EVT001204,2026-08-18 10:09:01.735196,Brute Force,Oceania,Firewall,6,343,40,0,163,1,-0.1668646465462782,14.195907153939318,Low,Normal
EVT001205,2026-08-18 10:17:01.735196,Brute Force,Africa,Server,1,746,61,0,382,1,-0.1775632233771765,11.348940540144016,Low,Normal
EVT001206,2026-08-18 10:25:01.735196,Malware,Asia,Firewall,1,669,16,0,117,1,-0.168814904434896,13.67692979975981,Low,Normal
EVT001207,2026-08-18 10:33:01.735196,Brute Force,Asia,Firewall,4,983,58,0,212,1,-0.17428671959049136,12.220841264708264,Low,Normal
EVT001208,2026-08-18 10:41:01.735196,DDoS,South America,Router,1,940,52,0,193,1,-0.1614335959314352,15.64114795771006,Low,Normal
EVT001209,2026-08-18 10:49:01.735196,Malware,South America,Laptop,2,364,11,0,240,1,-0.17564518141619462,11.859345009176128,Low,Normal
EVT001210,2026-08-18 10:57:01.735196,Phishing,Oceania,Router,5,184,78,0,173,1,-0.17204781329695384,12.81662999155169,Low,Normal
EVT001211,2026-08-18 11:05:01.735196,Unauthorized Access,Asia,Laptop,1,864,16,0,390,1,-0.1482748638392793,19.14277920627484,Low,Normal
EVT001212,2026-08-18 11:13:01.735196,Brute Force,Oceania,Desktop,1,908,49,0,146,1,-0.1688755604029878,13.660788819626262,Low,Normal
EVT001213,2026-08-18 11:21:01.735196,Malware,Africa,Firewall,2,356,48,0,252,1,-0.20870992339648858,3.060584388998488,Low,Normal
EVT001214,2026-08-18 11:29:01.735196,Malware,North America,Firewall,3,693,30,0,155,1,-0.20508921413245895,4.024080614326452,Low,Normal
EVT001215,2026-08-18 11:37:01.735196,Unauthorized Access,Africa,Server,3,669,67,0,496,1,-0.16273172061630053,15.29570784013464,Low,Normal
EVT001216,2026-08-18 11:45:01.735196,Brute Force,Oceania,Desktop,2,193,87,0,161,1,-0.17260750220228177,12.667692833575842,Low,Normal
EVT001217,2026-08-18 11:53:01.735196,Brute Force,Africa,Laptop,7,610,8,0,468,1,-0.09176998307225026,34.17912577861691,Low,Normal
EVT001218,2026-08-18 12:01:01.735196,Phishing,Africa,Desktop,3,784,95,0,227,1,-0.1778960127632931,11.260382941626514,Low,Normal
EVT001219,2026-08-18 12:09:01.735196,Phishing,Oceania,Firewall,3,938,38,0,407,1,-0.1683684893984967,13.795723983753938,Low,Normal
EVT001220,2026-08-18 12:17:01.735196,Unauthorized Access,South America,Firewall,7,670,93,1,33,-1,0.009984388679479927,61.25668046310925,Medium,Suspicious
EVT001221,2026-08-18 12:25:01.735196,Brute Force,North America,Desktop,1,233,41,0,491,1,-0.1381928917627795,21.825662953963118,Low,Normal
EVT001222,2026-08-18 12:33:01.735196,Brute Force,Africa,Router,4,320,56,0,194,1,-0.20635185558007973,3.6880828359874878,Low,Normal
EVT001223,2026-08-18 12:41:01.735196,Ransomware,Europe,Laptop,3,894,28,0,81,1,-0.18419641694171768,9.583801034247236,Low,Normal
EVT001224,2026-08-18 12:49:01.735196,Unauthorized Access,North America,Laptop,3,788,98,0,31,1,-0.13266692685602605,23.29616111901771,Low,Normal
EVT001225,2026-08-18 12:57:01.735196,DDoS,Asia,Firewall,3,234,10,1,92,1,-0.02700874708323031,51.41254660112996,Medium,Normal
EVT001226,2026-08-18 13:05:01.735196,Brute Force,Africa,Laptop,7,269,49,0,23,1,-0.09424777871700452,33.519766913608834,Low,Normal
EVT001227,2026-08-18 13:13:01.735196,Ransomware,Asia,Router,2,664,22,0,47,1,-0.1772532612619548,11.431423641170033,Low,Normal
EVT001228,2026-08-18 13:21:01.735196,Ransomware,Europe,Laptop,7,974,84,0,233,1,-0.08520838710822043,35.92521265896306,Low,Normal
EVT001229,2026-08-18 13:29:01.735196,Brute Force,South America,Desktop,2,722,74,0,493,1,-0.1547485841988197,17.420076642936706,Low,Normal
EVT001230,2026-08-18 13:37:01.735196,Phishing,Oceania,Desktop,2,307,5,0,447,1,-0.13414805521806172,22.90202243458235,Low,Normal
EVT001231,2026-08-18 13:45:01.735196,DDoS,South America,Desktop,1,131,92,0,396,1,-0.1264550909466477,24.94917438647396,Low,Normal
EVT001232,2026-08-18 13:53:01.735196,DDoS,Africa,Server,3,894,49,0,290,1,-0.2000299640921253,5.370382667705548,Low,Normal
EVT001233,2026-08-18 14:01:01.735196,Unauthorized Access,North America,Desktop,2,241,12,0,458,1,-0.14759947093352477,19.3225060133324,Low,Normal
EVT001234,2026-08-18 14:09:01.735196,Phishing,Africa,Laptop,3,666,17,0,65,1,-0.18276513469611727,9.96467531617733,Low,Normal
EVT001235,2026-08-18 14:17:01.735196,Brute Force,North America,Server,3,576,91,0,49,1,-0.16647589150613834,14.299357606996438,Low,Normal
EVT001236,2026-08-18 14:25:01.735196,Unauthorized Access,Oceania,Server,4,254,51,0,399,1,-0.19048590184412312,7.910124823089493,Low,Normal
EVT001237,2026-08-18 14:33:01.735196,Unauthorized Access,South America,Firewall,1,883,16,0,201,1,-0.1615595069353289,15.607642153147388,Low,Normal
EVT001238,2026-08-18 14:41:01.735196,Malware,Africa,Desktop,3,402,33,0,86,1,-0.19332526839674963,7.154549393999828,Low,Normal
EVT001239,2026-08-18 14:49:01.735196,Unauthorized Access,South America,Laptop,1,775,17,0,366,1,-0.15757998297871567,16.666621494264586,Low,Normal
EVT001240,2026-08-18 14:57:01.735196,Phishing,Africa,Desktop,1,561,80,0,70,1,-0.17414257604549255,12.25919887681799,Low,Normal
EVT001241,2026-08-18 15:05:01.735196,Unauthorized Access,Africa,Server,3,855,38,1,286,1,-0.046737431473043434,46.16260479301131,Medium,Normal
EVT001242,2026-08-18 15:13:01.735196,Unauthorized Access,North America,Laptop,1,358,55,0,447,1,-0.16556833341625227,14.540865204018438,Low,Normal
EVT001243,2026-08-18 15:21:01.735196,Unauthorized Access,Oceania,Laptop,4,671,26,1,346,1,-0.054079753466644176,44.20876121980391,Medium,Normal
EVT001244,2026-08-18 15:29:01.735196,Phishing,South America,Laptop,4,659,61,0,108,1,-0.20206169788631817,4.82972400145367,Low,Normal
EVT001245,2026-08-18 15:37:01.735196,Unauthorized Access,Oceania,Laptop,4,745,75,0,17,1,-0.1522430700291691,18.086811602561,Low,Normal
EVT001246,2026-08-18 15:45:01.735196,DDoS,Asia,Server,5,654,45,0,51,1,-0.17672225824989868,11.57272728099458,Low,Normal
EVT001247,2026-08-18 15:53:01.735196,DDoS,Europe,Server,1,423,57,0,85,1,-0.18294609817787555,9.916519659679725,Low,Normal
EVT001248,2026-08-18 16:01:01.735196,Phishing,North America,Laptop,4,903,42,0,152,1,-0.18343126162259682,9.7874142514383,Low,Normal
EVT001249,2026-08-18 16:09:01.735196,Ransomware,South America,Router,2,242,97,0,391,1,-0.1607710560138813,15.817454494121055,Low,Normal
EVT001250,2026-08-18 16:17:01.735196,Malware,North America,Desktop,1,397,84,0,72,1,-0.16146166696373937,15.633678058390931,Low,Normal
EVT001251,2026-08-18 16:25:01.735196,Unauthorized Access,Oceania,Desktop,2,151,67,1,66,1,-0.029648231859569996,50.710161119898714,Medium,Normal
EVT001252,2026-08-18 16:33:01.735196,Ransomware,Africa,Firewall,6,435,45,0,397,1,-0.16411778629790885,14.926866004212153,Low,Normal
EVT001253,2026-08-18 16:41:01.735196,DDoS,Oceania,Router,3,856,86,0,402,1,-0.16861352446493733,13.730518427501739,Low,Normal
EVT001254,2026-08-18 16:49:01.735196,Brute Force,North America,Firewall,1,694,7,0,265,1,-0.15847194543695314,16.42926400461915,Low,Normal
EVT001255,2026-08-18 16:57:01.735196,Phishing,Africa,Router,0,162,59,0,114,1,-0.11798202606978248,27.20391660146551,Low,Normal
EVT001256,2026-08-18 17:05:01.735196,Ransomware,South America,Router,3,713,8,0,54,1,-0.15635482620477448,16.992644337041412,Low,Normal
EVT001257,2026-08-18 17:13:01.735196,Malware,Africa,Laptop,4,486,30,0,291,1,-0.2042599480402872,4.244754159572869,Low,Normal
EVT001258,2026-08-18 17:21:01.735196,Phishing,North America,Firewall,3,498,60,0,157,1,-0.21299753131337795,1.9196217371086923,Low,Normal
EVT001259,2026-08-18 17:29:01.735196,Phishing,Europe,Laptop,3,246,66,0,495,1,-0.15399407699538037,17.620856321581073,Low,Normal
EVT001260,2026-08-18 17:37:01.735196,Unauthorized Access,Oceania,Server,2,600,5,0,229,1,-0.16593756257057168,14.442610726642405,Low,Normal
EVT001261,2026-08-18 17:45:01.735196,DDoS,Asia,Server,2,645,97,0,419,1,-0.16593315953185794,14.443782406241981,Low,Normal
EVT001262,2026-08-18 17:53:01.735196,DDoS,South America,Laptop,3,516,42,0,300,1,-0.21617847975894866,1.073148961534534,Low,Normal
EVT001263,2026-08-18 18:01:01.735196,Brute Force,South America,Server,6,200,8,0,450,1,-0.11118935818934822,29.011493345537204,Low,Normal
EVT001264,2026-08-18 18:09:01.735196,Phishing,Africa,Firewall,4,248,15,0,195,1,-0.18119416102549252,10.382722469748558,Low,Normal
EVT001265,2026-08-18 18:17:01.735196,Brute Force,Africa,Server,2,352,8,0,384,1,-0.16018749450582648,15.972744319748136,Low,Normal
EVT001266,2026-08-18 18:25:01.735196,Phishing,North America,Laptop,4,342,12,1,460,1,-0.038902596764683994,48.24750946695673,Medium,Normal
EVT001267,2026-08-18 18:33:01.735196,Phishing,Africa,Router,2,145,87,0,275,1,-0.16446773906974,14.833741107923986,Low,Normal
EVT001268,2026-08-18 18:41:01.735196,Unauthorized Access,Oceania,Server,2,154,84,0,28,1,-0.13525388868751254,22.607752363178886,Low,Normal
EVT001269,2026-08-18 18:49:01.735196,Brute Force,Oceania,Desktop,3,432,47,0,408,1,-0.1923777708016669,7.4066851745329245,Low,Normal
EVT001270,2026-08-18 18:57:01.735196,Phishing,South America,Firewall,4,650,38,0,179,1,-0.21148907484997448,2.321032621710699,Low,Normal
EVT001271,2026-08-18 19:05:01.735196,DDoS,Europe,Laptop,2,173,90,0,76,1,-0.15914012957453733,16.251455501522198,Low,Normal
EVT001272,2026-08-18 19:13:01.735196,Unauthorized Access,Europe,Firewall,2,447,14,0,111,1,-0.18446306287187192,9.51284467501812,Low,Normal
EVT001273,2026-08-18 19:21:01.735196,Phishing,Africa,Firewall,2,702,68,0,231,1,-0.2041215912393134,4.2815718783582595,Low,Normal
EVT001274,2026-08-18 19:29:01.735196,Brute Force,Oceania,Desktop,3,659,23,0,42,1,-0.1828582786413661,9.939889056603553,Low,Normal
EVT001275,2026-08-18 19:37:01.735196,Unauthorized Access,Africa,Server,0,264,93,0,353,1,-0.11431898585507272,28.178677390783747,Low,Normal
EVT001276,2026-08-18 19:45:01.735196,DDoS,Europe,Server,4,220,53,0,161,1,-0.1996190376473042,5.4797330876373405,Low,Normal
EVT001277,2026-08-18 19:53:01.735196,Unauthorized Access,Africa,Router,102,12963,429,1,1588,-1,0.11020452730341435,87.9259649111344,High,Suspicious
EVT001278,2026-08-18 20:01:01.735196,Unauthorized Access,North America,Laptop,2,902,27,0,24,1,-0.13761789002340064,21.97867496488386,Low,Normal
EVT001279,2026-08-18 20:09:01.735196,Unauthorized Access,Africa,Server,1,931,56,0,334,1,-0.16380773526983916,15.009372765572973,Low,Normal
EVT001280,2026-08-18 20:17:01.735196,Unauthorized Access,Africa,Server,1,613,48,0,474,1,-0.1624348750138201,15.374700544778591,Low,Normal
EVT001281,2026-08-18 20:25:01.735196,Brute Force,Europe,Firewall,3,731,67,0,313,1,-0.20397209417237389,4.321354100345758,Low,Normal
EVT001282,2026-08-18 20:33:01.735196,Malware,Oceania,Router,3,983,30,0,414,1,-0.1587885115482378,16.34502353374796,Low,Normal
EVT001283,2026-08-18 20:41:01.735196,Ransomware,North America,Firewall,2,146,89,0,68,1,-0.15082646600912586,18.463779905334093,Low,Normal
EVT001284,2026-08-18 20:49:01.735196,DDoS,South America,Desktop,3,957,9,0,241,1,-0.1550712932230784,17.334201499676386,Low,Normal
EVT001285,2026-08-18 20:57:01.735196,Brute Force,Oceania,Firewall,4,640,23,0,288,1,-0.1974138287022637,6.066554712812875,Low,Normal
EVT001286,2026-08-18 21:05:01.735196,Phishing,Asia,Router,2,963,62,0,282,1,-0.17541113931622165,11.921625259659653,Low,Normal
EVT001287,2026-08-18 21:13:01.735196,Malware,Asia,Firewall,3,731,70,0,219,1,-0.2052908802675676,3.9704158360234847,Low,Normal
EVT001288,2026-08-18 21:21:01.735196,DDoS,Asia,Laptop,2,331,10,0,59,1,-0.1545433910447157,17.47467998582492,Low,Normal
EVT001289,2026-08-18 21:29:01.735196,Brute Force,North America,Firewall,100,9687,882,1,1878,-1,0.11161398874576534,88.3010325236991,High,Suspicious
EVT001290,2026-08-18 21:37:01.735196,Unauthorized Access,North America,Router,0,271,37,0,285,1,-0.14218217604216338,20.76408632224296,Low,Normal
EVT001291,2026-08-18 21:45:01.735196,Brute Force,Asia,Router,3,635,90,0,225,1,-0.1915890870700206,7.616559467939481,Low,Normal
EVT001292,2026-08-18 21:53:01.735196,Phishing,South America,Firewall,2,302,36,0,207,1,-0.20580931198481306,3.832457506251272,Low,Normal
EVT001293,2026-08-18 22:01:01.735196,Unauthorized Access,South America,Firewall,2,795,31,0,283,1,-0.2048873063752319,4.077809689976177,Low,Normal
EVT001294,2026-08-18 22:09:01.735196,Ransomware,Oceania,Router,1,602,81,0,423,1,-0.1673746274230491,14.060197652312187,Low,Normal
EVT001295,2026-08-18 22:17:01.735196,DDoS,Africa,Firewall,3,224,29,0,109,1,-0.18934570380821097,8.213539547558439,Low,Normal
EVT001296,2026-08-18 22:25:01.735196,Ransomware,Africa,Firewall,4,136,53,0,192,1,-0.18112447151733074,10.401267338491788,Low,Normal
EVT001297,2026-08-18 22:33:01.735196,Ransomware,Africa,Desktop,4,546,96,0,103,1,-0.169200016760021,13.574448698813239,Low,Normal
EVT001298,2026-08-18 22:41:01.735196,DDoS,Oceania,Laptop,4,625,89,0,12,1,-0.14034302258978232,21.253498003753084,Low,Normal
EVT001299,2026-08-18 22:49:01.735196,Brute Force,North America,Laptop,4,213,9,0,259,1,-0.16110169072565467,15.729470269615414,Low,Normal
EVT001300,2026-08-18 22:57:01.735196,Brute Force,Europe,Server,1,333,51,0,150,1,-0.19049064582352737,7.908862416771911,Low,Normal
EVT001301,2026-08-18 23:05:01.735196,DDoS,Asia,Firewall,6,489,93,0,321,1,-0.1484126305690705,19.106118509585297,Low,Normal
EVT001302,2026-08-18 23:13:01.735196,Brute Force,Oceania,Server,2,667,36,0,381,1,-0.2015494035897315,4.966049120380496,Low,Normal
EVT001303,2026-08-18 23:21:01.735196,Brute Force,North America,Server,1,945,37,0,320,1,-0.16121190030986388,15.700142723370414,Low,Normal
EVT001304,2026-08-18 23:29:01.735196,DDoS,Africa,Router,2,999,88,0,57,1,-0.12530998489748985,25.253895167820513,Low,Normal
EVT001305,2026-08-18 23:37:01.735196,Ransomware,Europe,Desktop,8,203,99,0,70,1,-0.06341464746402004,41.724680208477864,Medium,Normal
EVT001306,2026-08-18 23:45:01.735196,Malware,Oceania,Router,4,392,29,0,175,1,-0.20013948840672718,5.341237476527427,Low,Normal
EVT001307,2026-08-18 23:53:01.735196,DDoS,Africa,Firewall,1,753,10,0,135,1,-0.1576139456393067,16.657583791180652,Low,Normal
EVT001308,2026-08-19 00:01:01.735196,Unauthorized Access,North America,Laptop,3,674,42,0,263,1,-0.21718150922697,0.8062357586623137,Low,Normal
EVT001309,2026-08-19 00:09:01.735196,DDoS,North America,Laptop,2,836,38,0,237,1,-0.1999918469806562,5.3805258994159075,Low,Normal
EVT001310,2026-08-19 00:17:01.735196,Unauthorized Access,Asia,Laptop,7,183,84,0,352,1,-0.10535078821654764,30.565177919439108,Low,Normal
EVT001311,2026-08-19 00:25:01.735196,Unauthorized Access,Africa,Firewall,127,10289,897,1,1344,-1,0.1064529387895774,86.9276407960292,High,Suspicious
EVT001312,2026-08-19 00:33:01.735196,Unauthorized Access,Europe,Server,3,478,77,0,446,1,-0.18319662081716903,9.8498538216583,Low,Normal
EVT001313,2026-08-19 00:41:01.735196,Brute Force,North America,Laptop,5,679,97,0,319,1,-0.16033305879486515,15.934008637647217,Low,Normal
EVT001314,2026-08-19 00:49:01.735196,Ransomware,South America,Desktop,1,588,90,0,401,1,-0.16167095160024664,15.577985943230747,Low,Normal
EVT001315,2026-08-19 00:57:01.735196,DDoS,Africa,Laptop,5,991,99,0,181,1,-0.11549954032039439,27.86452353633547,Low,Normal
EVT001316,2026-08-19 01:05:01.735196,Brute Force,Oceania,Server,5,883,67,0,350,1,-0.17442475092202686,12.18411015563174,Low,Normal
EVT001317,2026-08-19 01:13:01.735196,Unauthorized Access,Asia,Firewall,3,690,80,0,130,1,-0.19518735729404696,6.6590344291295605,Low,Normal
EVT001318,2026-08-19 01:21:01.735196,Ransomware,Asia,Desktop,4,168,91,0,385,1,-0.160822117533315,15.803866664321346,Low,Normal
EVT001319,2026-08-19 01:29:01.735196,Phishing,South America,Router,1,484,17,0,463,1,-0.14289897138861307,20.573342034238927,Low,Normal
EVT001320,2026-08-19 01:37:01.735196,Ransomware,Europe,Router,2,506,14,0,60,1,-0.1732063934935742,12.508323644705968,Low,Normal
EVT001321,2026-08-19 01:45:01.735196,Unauthorized Access,North America,Firewall,2,830,61,0,257,1,-0.2016355631988757,4.943121441814615,Low,Normal
EVT001322,2026-08-19 01:53:01.735196,Malware,Africa,Desktop,2,277,56,0,255,1,-0.20638756178292367,3.6785811640353367,Low,Normal
EVT001323,2026-08-19 02:01:01.735196,Unauthorized Access,Asia,Router,1,205,54,0,90,1,-0.17043798484054123,13.245016677162798,Low,Normal
